News,url,title,content
Detik,https://news.detik.com/berita/d-8392835/puan-berduka-ali-khamenei-gugur-diserang-as-israel-desak-pbb-bertindak,"Puan Berduka Ali Khamenei Gugur Diserang AS-Israel, Desak PBB Bertindak","Ketua DPR RI Puan Maharani menyampaikan dukacita ke masyarakat Iran atas konflik yang terjadi. Puan juga menyampaikan dukacita atas gugurnya mantan pemimpin tinggi Iran, Ayatollah Ali Khamenei.
Hal itu disampaikan Puan dalam pidatonya pada pembukaan sidang ke-15 masa persidangan IV 2025-2026, di Kompleks Parlemen, Senayan, Jakarta, Selasa (10/3/2026). Puan awalnya menyebut serangan terhadap Iran oleh Amerika Serikat dan Israel telah mengabaikan prinsip kedaulatan negara.
""Dalam meningkatnya eskalasi aksi militer tersebut, membawa kepada pemahaman kolektif yang kritis bahwa penggunaan kekuatan militer yang saat ini terjadi telah mengabaikan prinsip penghormatan terhadap kedaulatan negara,"" sebutnya.

Puan kemudian menyampaikan dukacita. Puan meminta PBB bergerak menghadapi situasi ini.
""Atas nama pimpinan dan anggota DPR RI Kami menyampaikan dukacita mendalam atas wafatnya yang mulia Ayatollah Ali Khamenei pimpinan tertinggi Republik Islam Iran. Yang gugur dalam serangan militer Israel dan Amerika terhadap wilayah Iran pada 28 Februari 2026,"" kata dia.
 
""Indonesia sebagai negara yang menjunjung tinggi prinsip kemerdekaan perdamaian abadi dan keadilan sosial menyampaikan simpati yang mendalam kepada seluruh rakyat Iran yang tengah menghadapi masa sulit ini,"" tambahnya.
Puan menjelaskan konflik AS-Israel dengan Iran menggambarkan tantangan tata kelola global. Dia mengatakan hukum dan lembaga internasional harus berperan menjaga stabilitas dunia.
""DPR RI mendesak Perserikatan Bangsa-Bangsa untuk mengambil peran, serta bertindak dalam menjaga penghormatan terhadap hukum internasional, perlindungan terhadap masyarakat sipil, serta komitmen bersama menjaga perdamaian dan stabilitas global,"" ujarnya.

Lihat juga Video Melania Trump 'Ditampar' Data Kematian Anak Iran saat Pimpin Sidang PBB

[Gambas:Video 20detik]

"
Detik,https://news.detik.com/internasional/d-8392814/trump-beri-sinyal-perang-lawan-iran-akan-selesai,Trump Beri Sinyal Perang Lawan Iran Akan Selesai,"Presiden Amerika Serikat (AS) Donald Trump mengatakan bahwa perang melawan Iran saat ini sudah ""sangat tuntas"". Trump menyebut Washington jauh lebih cepat dari perkiraan awal soal perang akan berlangsung selama empat hingga lima pekan.
Pernyataan terbaru Trump itu, seperti dilansir Reuters, Selasa (10/3/2026), disampaikan dalam wawancara telepon dengan CBS News pada Senin (9/3) sore waktu setempat. AS dan Israel melancarkan serangan skala besar terhadap Iran sejak 28 Februari lalu, yang memicu eskalasi konflik di kawasan Timur Tengah.
""Saya pikir perang ini sudah sangat tuntas, hampir sepenuhnya,"" kata Trump, berbicara kepada CBS News dalam wawancara telepon dari klub golfnya di Doral, Florida.
""Mereka (Iran-red) tidak memiliki angkatan laut, tidak ada komunikasi, mereka tidak memiliki angkatan udara. Rudal-rudal mereka tinggal sedikit. Drone-drone mereka dihancurkan di mana-mana, termasuk pabrik pembuatan drone mereka,"" klaim Trump dalam wawancara tersebut.

Militer AS sebelumnya mengatakan pasukannya telah menyerang lebih dari 3.000 target di wilayah Iran pada minggu pertama operasi militer, yang diberi nama ""Operation Epic Fury"" ini.
""Jika Anda lihat, mereka tidak memiliki apa pun yang tersisa. Tidak ada yang tersisa dalam artian militernya,"" ucap Trump saat berbicara kepada wartawan CBS News, Weijia Jiang, dalam wawancara telepon itu.
Lebih lanjut, Trump juga menyebut bahwa AS ""sangat jauh"" melebihi perkiraan awal untuk durasi perang, yang sebelumnya diperkirakan oleh Trump sendiri akan berlangsung selama 4-5 minggu.
""Kita sangat jauh lebih cepat dari jadwal,"" sebutnya.
 
Ketika ditanya apakah menurutnya perang akan segera berakhir, Trump menjawab: ""Berakhirnya perang itu hanya ada di pikiran saya, bukan pikiran orang lain.""
Sementara itu mengenai pemimpin tertinggi baru Iran, Mojtaba Khamenei, yang menggantikan mendiang ayahnya, Ayatollah Ali Khamenei, Trump enggan berkomentar banyak.
""Saya tidak punya pesan untuknya. Sama sekali tidak,"" ujar Trump, sembari menambahkan bahwa dirinya memiliki orang lain dalam pikirannya untuk menggantikan Khamenei, tetapi dia tidak menjelaskan lebih lanjut.
Trump sebelumnya dilaporkan ""tidak senang"" dengan pemilihan Mojtaba sebagai pemimpin tertinggi baru Iran.

Simak juga Video: Rudal Tomahawk Hantam Sekolah di Iran, Trump: Bukan Cuma AS yang Punya

[Gambas:Video 20detik]

"
Detik,https://www.detik.com/bali/berita/d-8392847/peringatan-keras-iran-ke-kapal-tanker-yang-nekat-lewati-selat-hormuz,Peringatan Keras Iran ke Kapal Tanker yang Nekat Lewati Selat Hormuz,"
                                    Ilyas Fadilah - detikBali

Harga minyak dunia melonjak hingga menembus US$ 100 per barel setelah Selat Hormuz ditutup akibat konflik yang melibatkan Iran, Amerika Serikat, dan Israel. Di tengah situasi itu, Iran memperingatkan kapal tanker yang melintasi jalur pelayaran strategis tersebut untuk meningkatkan kewaspadaan.
""Selama situasi masih tidak aman, saya pikir semua kapal tanker dan seluruh aktivitas pelayaran harus sangat berhati-hati,"" kata Juru Bicara Kementerian Luar Negeri Iran, Esmail Baghaei, dilansir dari detikFinance, Selasa (10/3/2026).
Baghaei menegaskan Iran akan melawan Amerika Serikat dan Israel. Ia menyebut negaranya telah bersiap menghadapi berbagai kemungkinan, termasuk potensi invasi melalui jalur darat.

SCROLL TO CONTINUE WITH CONTENT


Di tengah konflik yang memanas, Baghaei juga menyatakan Iran akan bersatu di bawah pemimpin tertinggi baru, Mojtaba Khamenei. Ia dipilih pada akhir pekan lalu untuk menggantikan ayahnya, Ayatollah Ali Khamenei, yang tewas pada hari pertama perang antara AS-Israel dan Iran.
""Lembaga negara, masyarakat, dan para otoritas semuanya telah menunjukkan bahwa mereka akan bersatu di bawah kepemimpinan baru,"" ujarnya.
Iran Tolak Campur Tangan AS
Baghaei turut menanggapi pernyataan Presiden AS Donald Trump yang menyiratkan Amerika Serikat seharusnya memiliki peran dalam menentukan pemimpin Iran.
""Saya pikir ini adalah prinsip dasar hukum internasional dan etika bahwa sebuah bangsa menentukan nasibnya sendiri, bebas dari campur tangan pihak asing,"" ujarnya.

""Adalah hak mutlak rakyat Iran untuk menentukan kepemimpinan dan sistem mereka. Sangat tidak sah bagi siapa pun di luar Iran untuk mengatakan siapa yang harus memerintah Iran,"" tambah Baghaei.
Ketika ditanya mengenai serangan Iran ke sejumlah negara Teluk, termasuk pabrik desalinasi di Bahrain, kilang minyak di Arab Saudi, dan infrastruktur sipil di Uni Emirat Arab, Baghaei menegaskan langkah tersebut merupakan bentuk pertahanan diri.
""Kami membela diri berdasarkan Pasal 51 Piagam PBB. Semua pangkalan militer, instalasi, dan aset yang dalam bentuk apa pun membantu agresor dianggap sebagai target yang sah,"" tutupnya."
Detik,https://finance.detik.com/energi/d-8392622/iran-beri-peringatan-keras-kapal-tanker-yang-mau-lewat-selat-hormuz,Iran Beri Peringatan Keras Kapal Tanker yang Mau Lewat Selat Hormuz,"Juru Bicara Kementerian Luar Negeri Iran, Esmail Baghaei, memperingatkan kapal tanker yang melintasi Selat Hormuz untuk sangat berhati-hati. Harga minyak mentah melonjak tajam hingga melewati US$ 100 per barel, seiring ditutupnya Selat Hormuz akibat konflik.
""Selama situasi masih tidak aman, saya pikir semua kapal tanker dan seluruh aktivitas pelayaran harus sangat berhati-hati,"" kata Baghaei, dilansir dari CNBC, Selasa (10/3/2026).
Ia menegaskan Iran akan melawan Amerika Serikat dan Israel. Baghaei juga menyatakan negaranya telah menyiapkan diri untuk berbagai kemungkinan, termasuk potensi invasi dari jalur darat.

    SCROLL TO CONTINUE WITH CONTENT
  
Baghaei juga memprediksi Iran akan bersatu di bawah pemimpin tertinggi baru, Mojtaba Khamenei, yang dipilih pada akhir pekan lalu untuk menggantikan ayahnya, Ayatollah Ali Khamenei, yang tewas pada hari pertama perang antara AS-Israel dan Iran.

""Lembaga negara, masyarakat, dan para otoritas semuanya telah menunjukkan bahwa mereka akan bersatu di bawah kepemimpinan baru,"" ujarnya.
Ia menolak pernyataan Presiden AS Donald Trump yang menyiratkan Amerika Serikat seharusnya memiliki peran dalam menentukan pemimpin Iran.
""Saya pikir ini adalah prinsip dasar hukum internasional dan etika bahwa sebuah bangsa menentukan nasibnya sendiri, bebas dari campur tangan pihak asing,"" ujarnya.
""Adalah hak mutlak rakyat Iran untuk menentukan kepemimpinan dan sistem mereka. Sangat tidak sah bagi siapa pun di luar Iran untuk mengatakan siapa yang harus memerintah Iran,"" tambah Baghaei.
Ketika ditanya mengapa Iran menargetkan negara-negara Teluk, termasuk serangan terhadap pabrik desalinasi di Bahrain, kilang minyak di Arab Saudi, dan infrastruktur sipil di Uni Emirat Arab, Baghaei menegaskan bahwa Iran hanya sedang membela diri.
""Kami membela diri berdasarkan Pasal 51 Piagam PBB. Semua pangkalan militer, instalasi, dan aset yang dalam bentuk apa pun membantu agresor dianggap sebagai target yang sah,"" tutupnya.
"
Detik,https://finance.detik.com/energi/d-8392622/iran-beri-peringatan-keras-kapal-tanker-yang-mau-lewat-selat-hormuz,Iran Beri Peringatan Keras Kapal Tanker yang Mau Lewat Selat Hormuz,"Juru Bicara Kementerian Luar Negeri Iran, Esmail Baghaei, memperingatkan kapal tanker yang melintasi Selat Hormuz untuk sangat berhati-hati. Harga minyak mentah melonjak tajam hingga melewati US$ 100 per barel, seiring ditutupnya Selat Hormuz akibat konflik.
""Selama situasi masih tidak aman, saya pikir semua kapal tanker dan seluruh aktivitas pelayaran harus sangat berhati-hati,"" kata Baghaei, dilansir dari CNBC, Selasa (10/3/2026).
Ia menegaskan Iran akan melawan Amerika Serikat dan Israel. Baghaei juga menyatakan negaranya telah menyiapkan diri untuk berbagai kemungkinan, termasuk potensi invasi dari jalur darat.

    SCROLL TO CONTINUE WITH CONTENT
  
Baghaei juga memprediksi Iran akan bersatu di bawah pemimpin tertinggi baru, Mojtaba Khamenei, yang dipilih pada akhir pekan lalu untuk menggantikan ayahnya, Ayatollah Ali Khamenei, yang tewas pada hari pertama perang antara AS-Israel dan Iran.

""Lembaga negara, masyarakat, dan para otoritas semuanya telah menunjukkan bahwa mereka akan bersatu di bawah kepemimpinan baru,"" ujarnya.
Ia menolak pernyataan Presiden AS Donald Trump yang menyiratkan Amerika Serikat seharusnya memiliki peran dalam menentukan pemimpin Iran.
""Saya pikir ini adalah prinsip dasar hukum internasional dan etika bahwa sebuah bangsa menentukan nasibnya sendiri, bebas dari campur tangan pihak asing,"" ujarnya.
""Adalah hak mutlak rakyat Iran untuk menentukan kepemimpinan dan sistem mereka. Sangat tidak sah bagi siapa pun di luar Iran untuk mengatakan siapa yang harus memerintah Iran,"" tambah Baghaei.
Ketika ditanya mengapa Iran menargetkan negara-negara Teluk, termasuk serangan terhadap pabrik desalinasi di Bahrain, kilang minyak di Arab Saudi, dan infrastruktur sipil di Uni Emirat Arab, Baghaei menegaskan bahwa Iran hanya sedang membela diri.
""Kami membela diri berdasarkan Pasal 51 Piagam PBB. Semua pangkalan militer, instalasi, dan aset yang dalam bentuk apa pun membantu agresor dianggap sebagai target yang sah,"" tutupnya.
"
Detik,https://www.detik.com/bali/sepakbola/d-8392724/respons-trump-usai-australia-tampung-5-pemain-timnas-putri-iran,Respons Trump Usai Australia Tampung 5 Pemain Timnas Putri Iran,"
                                    Bayu Baskoro - detikBali

Australia menampung lima pemain sepakbola Timnas Putri Iran yang kabur mencari suaka seusai Piala Asia Wanita 2026. Presiden Amerika Serikat (AS) Donald Trump pun merespons langkah Australia tersebut.
""Saya baru berbicara kepada Perdana Menteri Australia Anthony Albanese terkait Timnas Putri Iran. Dia sudah melakukannya! Lima pemain sudah diterima dan sisanya sedang diusahakan,"" tulis Trump di X, Selasa (10/3) dini hari WIB, dikutip dari detikSport.


SCROLL TO CONTINUE WITH CONTENT

""Beberapa, sayangnya, merasa harus pulang karena mereka khawatir dengan keselamatan keluarga mereka, termasuk ancaman bagi anggota keluarga pemain yang tidak kembali,"" kata Trump.
Trump mendukung langkah lima pemain Timnas Putri Iran yang mencari suaka di Australia. Dia pun berterima kasih kepada Australia yang bersedia menampung dan mengusahakan sisa anggota tim mendapat suaka.
""Perdana Menteri sudah melakukan pekerjaan bagus untuk ini di tengah situasi yang rumit. Tuhan memberkati Australia!"" imbuhnya.
 
Diketahui, petualangan Iran dalam ajang Piala Asia Wanita yang dihelat di Australia berakhir pada Minggu (8/3/2026). Pasukan Marziyeh Jafari finis sebagai juru kunci Grup A tanpa meraih poin dalam tiga laga.
Suasana menjadi tegang setelah Iran kalah dari Filipina dengan skor 0-2. Lima pemain Iran meninggalkan kamp latihan tim pada Senin (9/3) dan kabur mencari suaka di safety house yang dikelola Kepolisian Federal Australia dan otoritas lainnya.
Kelima pesepakbola wanita Iran tersebut, antara lain Fatemeh Pasandideh, Zahra Ghanbari, Zahra Sarbali, Atefeh Ramazanzadeh, dan Mona Hamoudi. Mereka mencari suaka lantaran khawatir dipersekusi jika pulang ke Iran di tengah konflik yang memanas di negara itu.
Sementara itu, Timnas Putri Iran kabarnya dicap 'pengkhianat' oleh rezim berkuasa di Iran setelah menolak menyanyikan lagu kebangsaan pada laga pertama Piala Asia 2026 kontra Korea Selatan. Penolakan itu diduga menjadi bentuk protes atas kebijakan pemerintah Republik Islam Iran, khususnya terhadap kaum perempuan.

Menteri Dalam Negeri Australia Tony Burke sempat mengunggah foto dirinya bersama kelima pemain Timnas Putri Iran di safety house. Dia memastikan Zahra Ghanbari cs mendapat perlindungan dan tempat tinggal di Australia.
Seperti diketahui, Iran saat ini tengah digempur serangan militer yang dilakukan Amerika Serikat dan Israel. Operasi militer ini bahkan telah menewaskan banyak pemimpin utama Iran, termasuk pemimpin tertinggi Ayatollah Ali Khamenei.
Artikel ini telah tayang di detikSport. Baca selengkapnya di sini!

(iws/iws)
"
Detik,https://sport.detik.com/sepakbola/bola-dunia/d-8392543/australia-tampung-5-pemain-iran-yang-kabur-trump-good-job,"Australia Tampung 5 Pemain Iran yang Kabur, Trump: Good Job!","Australia menampung 5 pemain Timnas Putri Iran yang kabur mencari suaka usai Piala Asia Wanita 2026. Donald Trump mengapresiasi langkah tersebut.
Petualangan Iran di Piala Asia Wanita yang berlangsung di Australia berakhir pada Minggu (8/3/2026). Pasukan Marziyeh Jafari finis sebagai juru kunci Grup A tanpa meraih poin dalam 3 laga.
Ketegangan terjadi selepas kekalahan Iran dari Filipina 0-2. 5 Pemain Iran meninggalkan kamp latihan tim pada Senin (9/3) dan kabur mencari suaka di safety house yang dikelola Kepolisian Federal Australia dan otoritas lainnya.

SCROLL TO CONTINUE WITH CONTENT


Kelima pemain tersebut antara lain Fatemeh Pasandideh, Zahra Ghanbari, Zahra Sarbali, Atefeh Ramazanzadeh, dan Mona Hamoudi. Mereka mencari suaka karena khawatir dengan persekusi yang dialami apabila pulang ke Iran.
Timnas Putri Iran dicap 'penghianat' oleh rezim berkuasa di Iran setelah menolak menyanyikan lagu kebangsaan pada laga pertama Piala Asia 2026 kontra Korea Selatan. Penolakan itu disinyalir sebagai protes atas kebijakan pemerintah Republik Islam Iran, khususnya terhadap kaum perempuan.
Menteri Dalam Negeri Australia Tony Burke mengunggah foto dirinya bersama kelima pemain Timnas Putri Iran di safety house. Dia memastikan Zahra Ghanbari cs mendapat perlindungan dan tempat tinggal di Australia.
Presiden Amerika Serikat Donald Trump mendukung penuh langkah 5 pemain Timnas Putri Iran yang mencari suaka. Dia berterima kasih kepada Australia yang bersedia menampung, serta mengusahakan sisa anggota tim mendapat suaka.

""Saya baru berbicara kepada Perdana Menteri Australia Anthony Albanese terkait Timnas Putri Iran. Dia sudah melakukannya! 5 pemain sudah diterima dan sisanya sedang diusahakan,"" Trump menuliskan di X, Selasa (10/3) dini hari WIB.
""Beberapa, sayangnya, merasa harus pulang karena mereka khawatir dengan keselamatan keluarga mereka, termasuk ancaman bagi anggota keluarga pemain yang tidak kembali,"" dia menambahkan.
""Apa pun itu, Perdana Menteri sudah melakukan pekerjaan bagus untuk ini di tengah situasi yang rumit. Tuhan memberkati Australia!"" tegasnya.
Negara Iran saat ini tengah digempur serangan militer yang dilakukan Amerika Serikat dan Israel. Operasi militer ini sudah menewaskan banyak pemimpin utama Iran, termasuk pemimpin tertinggi Ayatollah Ali Khamenei.
"
Detik,https://news.detik.com/internasional/d-8392494/kata-trump-harga-minyak-naik-karena-perang-cuma-urusan-kecil,Kata Trump Harga Minyak Naik karena Perang Cuma Urusan Kecil,"Perang yang dimulai oleh Amerika Serikat (AS) dan Israel terhadap Iran membuat harga minyak dunia melambung. Namun, Presiden AS Donald Trump menganggap hal itu cuma masalah kecil.
Dirangkum detikcom, Senin (9/3/2026), AS dan Israel meluncurkan serangan ke Iran pada Sabtu (28/2). Serangan itu menyebabkan Ayatollah Ali Khamenei yang saat itu merupakan pemimpin tertinggi Iran gugur.
Iran langsung membalas serangan tersebut dengan meluncurkan drone serta rudal ke pangkalan militer AS dan fasilitas AS yang ada di sejumlah negara Asia Barat seperti Qatar, Irak, Bahrain hingga Arab Saudi. Iran juga meluncurkan serangan ke Israel.

Saling serang antara AS-Israel dengan Iran terus berlanjut. Kondisi itu menyebabkan kapal-kapal pengangkut minyak takut untuk melintasi Selat Hormuz yang merupakan jalur penting minyak dunia.
Harga minyak dunia pun langsung melonjak hingga di atas USD 100 per barel. Sejumlah negara penghasil minyak besar seperti, Kuwait dan Uni Emirat Arab, mengurangi produksi karena penyimpanan mereka cepat penuh akibat penutupan Selat Hormuz. Irak juga mulai menghentikan produksinya minggu lalu.
Trump lalu menanggapi lonjakan harga minyak imbas perang yang dikobarkannya itu. Trump menilai lonjakan harga minyak itu sebagai pergerakan jangka pendek dan merupakan 'harga yang sangat kecil untuk dibayar'.
 
Trump, seperti dilansir Bloomberg dan Al Arabiya, Senin (9/3/2026), mengatakan lonjakan harga minyak akan turun dengan cepat 'ketika penghancuran ancaman nuklir Iran berakhir'.
""Harga minyak jangka pendek, yang akan turun dengan cepat ketika penghancuran ancaman nuklir Iran berakhir, adalah harga yang sangat kecil untuk dibayar bagi AS, dan dunia, dan keamanan dan perdamaian,"" tulis Trump dalam pernyataan via Truth Social.
""HANYA ORANG BODOH YANG AKAN BERPIKIR SECARA BERBEDA,"" ucap Presiden AS tersebut.
Dalam unggahan media sosial pada Sabtu (7/3) pagi, Trump mengatakan AS akan mempertimbangkan untuk menyerang area-area dan kelompok orang di Iran yang sebelumnya tidak dianggap sebagai target. Pernyataan itu disampaikan setelah Presiden Iran Masoud Pezeshkian bersumpah untuk tidak mundur.
Sementara itu, Iran baru saja mengumumkan Mojtaba Khamenei, putra mendiang Ayatollah Ali Khamenei, sebagai pemimpin tertinggi yang baru. Garda Revolusi Iran telah berjanji untuk patuh kepada pemimpin tertinggi yang baru.
"
Detik,https://sport.detik.com/sepakbola/bola-dunia/d-8392473/trump-soroti-nasib-timnas-putri-iran-desak-australia-beri-suaka,"Trump Soroti Nasib Timnas Putri Iran, Desak Australia Beri Suaka!","Donald Trump menyoroti nasib Timnas Putri Iran usai tersingkir dari Piala Asia Wanita 2026. Dia mendesak tuan rumah Australia memberi suaka kepada para pemain.
Iran gugur di fase grup Piala Asia Wanita 2026. Pasukan Marziyeh Jafari finis sebagai juru kunci Grup A usai kalah 0-2 dari Filipina, Minggu (8/3).
Seorang pemain Iran memberi sinyal SOS dengan tangannya dari dalam bus kepada fans selepas pertandingan kontra Filipina. Tanda itu disinyalir sebagai permohonan bantuan setelah apa yang mereka lakukan pada pertandingan pertama Piala Asia Wanita 2026.

SCROLL TO CONTINUE WITH CONTENT


Skuad Iran saat itu menolak menyanyikan lagu kebangsaan dalam matchday pertama kontra Korea Selatan. Aksi itu dianggap sebagai 'pengkhianatan' bagi rezim berkuasa Republik Islam Iran.
5 Pemain memutuskan cabut dari kamp latihan Timnas Putri Iran pada Senin (9/3) pagi waktu setempat. Fatemeh Pasandideh, Zahra Ghanbari, Zahra Sarbali, Atefeh Ramazanzadeh dan Mona Hamoudi kabur mencari suaka ke safety house di Australia.
Para penggawa Iran yang tersisa kini dihantui hukuman dan persekusi apabila kembali ke negaranya. Kondisi itu mendapat reaksi dari Presiden Amerika Serikat Donald Trump yang meminta suaka diberikan kepada The Lionesse.
""Australia melakukan kesalahan kemanusiaan yang mengerikan dengan mengizinkan tim nasional sepakbola putri Iran dipaksa kembali ke Iran, di mana mereka kemungkinan besar akan dibunuh,"" Trump menuliskan di X.

🚨🇦🇺 BREAKING: President Trump says Australia is ""making a terrible humanitarian mistake"" if it allows the Iran Woman's football team to be forced back to Iran""They will most likely be killed"" pic.twitter.com/TfAkiwRavw

""Jangan lakukan itu, Tuan Perdana Menteri (Anthony Albanese), berikan suaka. AS akan menerima mereka jika Anda tidak mau. Terima kasih atas perhatian Anda terhadap masalah ini. Presiden DONALD J. TRUMP,"" tegasnya.
Amerika Serikat dan Israel saat ini terlibat konflik militer dengan Iran. Serangan AS yang dikenal sebagai Operasi Epic Fury ini menewaskan banyak pemimpin utama Iran, termasuk pemimpin tertinggi Ayatollah Ali Khamenei.
"
Detik,https://www.detik.com/jabar/berita/d-8390727/anak-kedua-mendiang-ali-khamenei-jadi-pemimpin-tertinggi-iran,Anak Kedua Mendiang Ali Khamenei Jadi Pemimpin Tertinggi Iran,"Teka-teki sosok pemimpin tertinggi Iran usai kematian Ayatollah Ali Khamenei terjawab. Ialah Mojtaba Khamenei yang merupakan anak kedua mendiang Ali Khamenei yang resmi ditunjuk menjadi pemimpin tertinggi Iran.
Penunjukan tersebut dilakukan melalui mekanisme konstitusional oleh Majelis Pakar. Melansir detikNews yang mengutip Al Jazeera pada Senin (9/3/2026), keputusan itu diambil setelah proses pemilihan oleh lembaga ulama yang memiliki kewenangan menentukan pemimpin tertinggi Iran. Penunjukan dilakukan beberapa hari setelah Ali Khamenei tewas dalam serangan militer Amerika Serikat dan Israel.


SCROLL TO CONTINUE WITH CONTENT

Mojtaba Khamenei, yang kini berusia 56 tahun, merupakan putra kedua Ali Khamenei. Selama ini ia dikenal memiliki pengaruh kuat di lingkaran dalam kekuasaan Iran meskipun tidak pernah mencalonkan diri dalam jabatan publik ataupun mengikuti pemilihan umum.
Selama beberapa dekade terakhir, Mojtaba disebut memiliki kedekatan dengan Korps Garda Revolusi Islam (IRGC), salah satu institusi militer paling berpengaruh di Iran. Hubungan tersebut dinilai memperkuat posisinya dalam dinamika politik internal negara tersebut.
Meski sering disebut sebagai kandidat potensial penerus, Mojtaba sendiri tidak pernah secara terbuka membahas isu suksesi kepemimpinan. Topik tersebut dianggap sensitif karena pengangkatan putra pemimpin tertinggi berpotensi memunculkan kesan terbentuknya dinasti politik.
Situasi itu juga mengingatkan sebagian kalangan pada sistem monarki yang pernah dipimpin oleh Mohammad Reza Pahlavi sebelum digulingkan dalam Revolusi Iran 1979.

Sementara itu, Israel menyatakan akan terus memantau perkembangan kepemimpinan baru di Iran. Menteri Pertahanan Israel Israel Katz menyatakan bahwa militer negaranya siap menargetkan siapa pun yang memimpin Iran dan dianggap melanjutkan kebijakan permusuhan terhadap Israel.
""Setiap pemimpin yang ditunjuk oleh rezim Iran untuk terus memimpin rencana menghancurkan Israel, mengancam Amerika Serikat dan dunia bebas, serta menindas rakyat Iran akan menjadi target yang jelas untuk dieliminasi,"" ujar Katz dalam pernyataan yang dikutip Al Jazeera.
""Tidak peduli siapa namanya atau di mana dia bersembunyi,"" tambahnya.
Penunjukan Mojtaba Khamenei sebagai pemimpin tertinggi Iran menandai babak baru dalam politik negara tersebut, di tengah meningkatnya ketegangan dengan Israel dan Amerika Serikat di kawasan Timur Tengah.


Artikel ini sudah tayang di detikNews"
